"","FID","WNS_MAP_YR","WNS_STATUS","YR_SUSPECT","YR_CONFIRM","SAMPLEDATE","STATEPROV","COUNTYNAME","FIPS","COUNTRY","suspect1","suspect2","confirm1","confirm2","smooth","county","date","year","rownumber","GC","Title","lon","lat","Date","Type","User","Log","title","url","country","numfinds","numpage","wns.map.yr","r.suspect","yr.confirm"
"258",102,"2009-10","Confirmed"," ","2009-10"," ","Pennsylvania","Huntingdon","42061","United States",-27107481600000,-27107481600000,1.262304e+12,4070908800000,10,"Huntingdon-Pennsylvania",2009-01-01,2009,103,"GC17864","Ice Mine",40.33193,-78.12342,2009-05-25,"Type.found_it","Cache'in","<p>#104 #3FTD  Catching up on some logs from Memorial Day.  This was a beautiful day to &quot;chill&quot; and do some cache'in.  Your cache's in this area were great for us due to many, many trips there during Mommy and Daddy Cache'in dating days!<br />
Answers were emailed.  TFTC</p>","Ice Mine","https://www.geocaching.com/geocache/GC17864_ice-mine","United States",259,11,2009-01-01,NA,2009-01-01
"259",102,"2009-10","Confirmed"," ","2009-10"," ","Pennsylvania","Huntingdon","42061","United States",-27107481600000,-27107481600000,1.262304e+12,4070908800000,10,"Huntingdon-Pennsylvania",2009-01-01,2009,103,"GC17864","Ice Mine",40.33193,-78.12342,2009-05-25,"Type.found_it","Dubbsy","<p>Very, very COOL!  First time in Trough Creek Park, very nice.  3rd of 3 today, and first time out for my wife.  Will post photo and send best guess at answers, could not find information sign anywhere.  TFTC.</p>
<p>Dubbsy and Mrs. Dubbsy</p>","Ice Mine","https://www.geocaching.com/geocache/GC17864_ice-mine","United States",259,11,2009-01-01,NA,2009-01-01
"260",102,"2009-10","Confirmed"," ","2009-10"," ","Pennsylvania","Huntingdon","42061","United States",-27107481600000,-27107481600000,1.262304e+12,4070908800000,10,"Huntingdon-Pennsylvania",2009-01-01,2009,103,"GC17864","Ice Mine",40.33193,-78.12342,2009-05-17,"Type.found_it","julia51:)","<p>Third stop in the park today, we've been so looking forward to this one! Last time we were here it was soooo hot and the Ice Mine was a life saver, lots cooler today, inside and out! No ice today but very cool in the small tunnel, very, very interesting. Found/estimated required answers, took pic and headed for the rock! TFTEC! julia</p>","Ice Mine","https://www.geocaching.com/geocache/GC17864_ice-mine","United States",259,11,2009-01-01,NA,2009-01-01
"261",102,"2009-10","Confirmed"," ","2009-10"," ","Pennsylvania","Huntingdon","42061","United States",-27107481600000,-27107481600000,1.262304e+12,4070908800000,10,"Huntingdon-Pennsylvania",2009-01-01,2009,103,"GC17864","Ice Mine",40.33193,-78.12342,2009-04-18,"Type.found_it","Fourhappycampers2","<p>Been here before but didn't know it was a cache till I looked it up.  I loved the cold air<br />
will post the photo in a few days</p>","Ice Mine","https://www.geocaching.com/geocache/GC17864_ice-mine","United States",259,11,2009-01-01,NA,2009-01-01
"262",102,"2009-10","Confirmed"," ","2009-10"," ","Pennsylvania","Huntingdon","42061","United States",-27107481600000,-27107481600000,1.262304e+12,4070908800000,10,"Huntingdon-Pennsylvania",2009-01-01,2009,103,"GC17864","Ice Mine",40.33193,-78.12342,2009-04-18,"Type.found_it","ridgerunner71","<p>This is always a welcomed spot. They were doing some renovations to the place, but was still accessible. Pic is of me in front of the actual mine, instead of where it is supposed to be. TFTC</p>","Ice Mine","https://www.geocaching.com/geocache/GC17864_ice-mine","United States",259,11,2009-01-01,NA,2009-01-01
"263",102,"2009-10","Confirmed"," ","2009-10"," ","Pennsylvania","Huntingdon","42061","United States",-27107481600000,-27107481600000,1.262304e+12,4070908800000,10,"Huntingdon-Pennsylvania",2009-01-01,2009,103,"GC17864","Ice Mine",40.33193,-78.12342,2009-04-05,"Type.found_it","m3a9","<p>#103 - Ah, the Ice Mine - our second earthcache.  Lots of people out enjoying the weather all over today.  Will post photo &amp; email answers to CO.  TFTC.</p>","Ice Mine","https://www.geocaching.com/geocache/GC17864_ice-mine","United States",259,11,2009-01-01,NA,2009-01-01
"264",102,"2009-10","Confirmed"," ","2009-10"," ","Pennsylvania","Huntingdon","42061","United States",-27107481600000,-27107481600000,1.262304e+12,4070908800000,10,"Huntingdon-Pennsylvania",2009-01-01,2009,103,"GC17864","Ice Mine",40.33193,-78.12342,2009-03-21,"Type.found_it","kiwilime","<p>Another very neat place. We walked down and I crawled in to determine how far it went back. Sign was not there so we couldn't get all of the answers. TFTC!</p>","Ice Mine","https://www.geocaching.com/geocache/GC17864_ice-mine","United States",259,11,2009-01-01,NA,2009-01-01
"265",102,"2009-10","Confirmed"," ","2009-10"," ","Pennsylvania","Huntingdon","42061","United States",-27107481600000,-27107481600000,1.262304e+12,4070908800000,10,"Huntingdon-Pennsylvania",2009-01-01,2009,103,"GC17864","Ice Mine",40.33193,-78.12342,2009-03-21,"Type.found_it","jmanada","<p>I love the ice mine.  It has always been one of my favorite places ever since I was little. Went with kiwilime and CR66.  TFTC.</p>","Ice Mine","https://www.geocaching.com/geocache/GC17864_ice-mine","United States",259,11,2009-01-01,NA,2009-01-01
"266",102,"2009-10","Confirmed"," ","2009-10"," ","Pennsylvania","Huntingdon","42061","United States",-27107481600000,-27107481600000,1.262304e+12,4070908800000,10,"Huntingdon-Pennsylvania",2009-01-01,2009,103,"GC17864","Ice Mine",40.33193,-78.12342,2009-03-21,"Type.found_it","Pirates05","<p>I think this would be much more enjoyable on a hot day. Plenty of ice down there! The kids liked checking it out but were ready to get back in the warm car before we even had the questions answered. <img src=""/images/icons/icon_smile.gif"" border=""0"" align=""middle"" /> TFTC</p>","Ice Mine","https://www.geocaching.com/geocache/GC17864_ice-mine","United States",259,11,2009-01-01,NA,2009-01-01
"267",102,"2009-10","Confirmed"," ","2009-10"," ","Pennsylvania","Huntingdon","42061","United States",-27107481600000,-27107481600000,1.262304e+12,4070908800000,10,"Huntingdon-Pennsylvania",2009-01-01,2009,103,"GC17864","Ice Mine",40.33193,-78.12342,2009-03-14,"Type.found_it","tdoc12","<p>Neat area and cold.  TFTC.  Email on its way.</p>","Ice Mine","https://www.geocaching.com/geocache/GC17864_ice-mine","United States",259,11,2009-01-01,NA,2009-01-01
"268",102,"2009-10","Confirmed"," ","2009-10"," ","Pennsylvania","Huntingdon","42061","United States",-27107481600000,-27107481600000,1.262304e+12,4070908800000,10,"Huntingdon-Pennsylvania",2009-01-01,2009,103,"GC17864","Ice Mine",40.33193,-78.12342,2009-03-14,"Type.found_it","LadeBear68","<p>Busy place today.  The warm weather must be bringing everyone out.  I have been to the Ice Mine before so I knew where it was.  The Ice Mine is closed right now, I would guess because of the ice on the floor and steps they don't want people in danger.  I am attaching pictures and will email my answers.  </p>","Ice Mine","https://www.geocaching.com/geocache/GC17864_ice-mine","United States",259,11,2009-01-01,NA,2009-01-01
"269",103,"2011-12","Confirmed"," ","2011-12"," ","Pennsylvania","Cambria","42021","United States",-27107481600000,-27107481600000,1.325376e+12,4070908800000,12,"Cambria-Pennsylvania",2011-01-01,2011,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-01-01,NA,2011-01-01
"270",104,"2010-11","Confirmed"," ","2010-11"," ","Pennsylvania","Westmoreland","42129","United States",-27107481600000,-27107481600000,1.29384e+12,4070908800000,11,"Westmoreland-Pennsylvania",2010-01-01,2010,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-01-01,NA,2010-01-01
"271",105,"2009-10","Confirmed"," ","2009-10"," ","Pennsylvania","Bucks","42017","United States",-27107481600000,-27107481600000,1.262304e+12,4070908800000,10,"Bucks-Pennsylvania",2009-01-01,2009,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-01-01,NA,2009-01-01
"272",106,"2012-13","Suspect","2012-13"," "," ","Ohio","Jefferson","39081","United States",1356998400000,4070908800000,-27107481600000,-27107481600000,13,"Jefferson-Ohio",2012-01-01,2012,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-01-01,2012-01-01,NA
"273",107,"2012-13","Confirmed"," ","2012-13"," ","Ohio","Union","39159","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Union-Ohio",2012-01-01,2012,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-01-01,NA,2012-01-01
"274",108,"2011-12","Confirmed"," ","2011-12"," ","Pennsylvania","Bedford","42009","United States",-27107481600000,-27107481600000,1.325376e+12,4070908800000,12,"Bedford-Pennsylvania",2011-01-01,2011,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-01-01,NA,2011-01-01
"275",109,"2012-13","Suspect","2012-13"," "," ","Pennsylvania","Cumberland","42041","United States",1356998400000,4070908800000,-27107481600000,-27107481600000,13,"Cumberland-Pennsylvania",2012-01-01,2012,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-01-01,2012-01-01,NA
"276",110,"2010-11","Confirmed"," ","2010-11"," ","Pennsylvania","Somerset","42111","United States",-27107481600000,-27107481600000,1.29384e+12,4070908800000,11,"Somerset-Pennsylvania",2010-01-01,2010,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-01-01,NA,2010-01-01
"277",111,"2012-13","Suspect","2012-13"," "," ","Pennsylvania","York","42133","United States",1356998400000,4070908800000,-27107481600000,-27107481600000,13,"York-Pennsylvania",2012-01-01,2012,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-01-01,2012-01-01,NA
"278",112,"2014-15","Confirmed"," ","2014-15"," ","Illinois","Adams","17001","United States",-27107481600000,-27107481600000,1420070400000,4070908800000,15,"Adams-Illinois",2014-01-01,2014,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-01-01,NA,2014-01-01
"279",113,"2013-14","Suspect","2013-14"," "," ","Indiana","Vermillion","18165","United States",1388534400000,4070908800000,-27107481600000,-27107481600000,14,"Vermillion-Indiana",2013-01-01,2013,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-01,2013-01-01,NA
"280",114,"2010-11","Confirmed"," ","2010-11"," ","Pennsylvania","Fulton","42057","United States",-27107481600000,-27107481600000,1.29384e+12,4070908800000,11,"Fulton-Pennsylvania",2010-01-01,2010,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-01-01,NA,2010-01-01
"281",115,"2013-14","Confirmed"," ","2013-14"," ","Ohio","Franklin","39049","United States",-27107481600000,-27107481600000,1388534400000,4070908800000,14,"Franklin-Ohio",2013-01-01,2013,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-01,NA,2013-01-01
"282",116,"2009-10","Confirmed"," ","2009-10"," ","Pennsylvania","Fayette","42051","United States",-27107481600000,-27107481600000,1.262304e+12,4070908800000,10,"Fayette-Pennsylvania",2009-01-01,2009,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-01-01,NA,2009-01-01
"283",117,"2012-13","Confirmed"," ","2012-13"," ","Ohio","Madison","39097","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Madison-Ohio",2012-01-01,2012,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-01-01,NA,2012-01-01
"284",118,"2013-14","Suspect","2013-14"," "," ","Missouri","Marion","29127","United States",1388534400000,4070908800000,-27107481600000,-27107481600000,14,"Marion-Missouri",2013-01-01,2013,119," GC1B2F4","Mark Twain Cave",39.6884,-91.33172,2013-11-30,"Type.found_it","Unitzoid","<p>Thirty on the Thirtieth #9 (12:25 PM)</p>
<p>Walking up to the cave's entrance, I couldn't help but smile.  This certainly seemed like an awesome place to explore!  Alas, time would prevent a thorough examination of this cave and its passages.  I'd have to settle for making observations of the exterior.  Some questions remained unanswered, though, so I sought the help of an employee.  Answers were cheerfully given as was aid in taking a photograph at the entrance.  A few of the artifacts inside the gift shop were looked over before it was obvious Atomic Goat's Breath and I needed to continue on our way.  Thank you for highlighting this geographic feature!</p>
<p>Answers to the questions posed are on their way via electronic mail.</p>","Mark Twain Cave","https:/www.geocaching.com/geocache/GC1B2F4_mark-twain-cave","United States",469,19,2013-01-01,2013-01-01,NA
"285",118,"2013-14","Suspect","2013-14"," "," ","Missouri","Marion","29127","United States",1388534400000,4070908800000,-27107481600000,-27107481600000,14,"Marion-Missouri",2013-01-01,2013,119," GC1B2F4","Mark Twain Cave",39.6884,-91.33172,2013-11-10,"Type.found_it","pkagan2","<p>Interrogated a worker with tiramisucheese. Answers on the way.</p>","Mark Twain Cave","https:/www.geocaching.com/geocache/GC1B2F4_mark-twain-cave","United States",469,19,2013-01-01,2013-01-01,NA
"286",118,"2013-14","Suspect","2013-14"," "," ","Missouri","Marion","29127","United States",1388534400000,4070908800000,-27107481600000,-27107481600000,14,"Marion-Missouri",2013-01-01,2013,119," GC1B2F4","Mark Twain Cave",39.6884,-91.33172,2013-11-10,"Type.found_it","tiramisucheese","<p>Did this one with pkagan2 after we did the cave tour. Good questions. TFTC!</p>","Mark Twain Cave","https:/www.geocaching.com/geocache/GC1B2F4_mark-twain-cave","United States",469,19,2013-01-01,2013-01-01,NA
"287",118,"2013-14","Suspect","2013-14"," "," ","Missouri","Marion","29127","United States",1388534400000,4070908800000,-27107481600000,-27107481600000,14,"Marion-Missouri",2013-01-01,2013,119," GC1B2F4","Mark Twain Cave",39.6884,-91.33172,2013-10-21,"Type.found_it","diamond79","<p>Found while spending a little time in Hannibal.  Answers will be emailed.  TFTC!</p>","Mark Twain Cave","https:/www.geocaching.com/geocache/GC1B2F4_mark-twain-cave","United States",469,19,2013-01-01,2013-01-01,NA
"288",118,"2013-14","Suspect","2013-14"," "," ","Missouri","Marion","29127","United States",1388534400000,4070908800000,-27107481600000,-27107481600000,14,"Marion-Missouri",2013-01-01,2013,119," GC1B2F4","Mark Twain Cave",39.6884,-91.33172,2013-10-20,"Type.found_it","megangirl28","<p>Found it and emailed quiz answers.  Thanks for the Earthcache.</p>","Mark Twain Cave","https:/www.geocaching.com/geocache/GC1B2F4_mark-twain-cave","United States",469,19,2013-01-01,2013-01-01,NA
"289",118,"2013-14","Suspect","2013-14"," "," ","Missouri","Marion","29127","United States",1388534400000,4070908800000,-27107481600000,-27107481600000,14,"Marion-Missouri",2013-01-01,2013,119," GC1B2F4","Mark Twain Cave",39.6884,-91.33172,2013-10-20,"Type.found_it","willphi","<p>Our Grandkids had a week off school for fall break.  We took them to Hannibal to learn about Mark Twain.  Janet read them a young readers version of Tom Sawyer on the drive from Indiana.  She read Huckleberry Finn on the return drive.  Everyone had a great time.</p>","Mark Twain Cave","https:/www.geocaching.com/geocache/GC1B2F4_mark-twain-cave","United States",469,19,2013-01-01,2013-01-01,NA
"290",118,"2013-14","Suspect","2013-14"," "," ","Missouri","Marion","29127","United States",1388534400000,4070908800000,-27107481600000,-27107481600000,14,"Marion-Missouri",2013-01-01,2013,119," GC1B2F4","Mark Twain Cave",39.6884,-91.33172,2013-09-21,"Type.found_it","Rushing5","<p>Found it!  Will email answers. </p>","Mark Twain Cave","https:/www.geocaching.com/geocache/GC1B2F4_mark-twain-cave","United States",469,19,2013-01-01,2013-01-01,NA
"291",118,"2013-14","Suspect","2013-14"," "," ","Missouri","Marion","29127","United States",1388534400000,4070908800000,-27107481600000,-27107481600000,14,"Marion-Missouri",2013-01-01,2013,119," GC1B2F4","Mark Twain Cave",39.6884,-91.33172,2013-09-19,"Type.found_it","Mesozoic","<p>Stopped here while travailing through.<br />
This was a great stop and a very neat show cave. <br />
Toke the tour and our whole crew really enjoyed this cave.<br />
TFTEC/Email sent</p>
<p>This entry was edited by stearman5 on Friday, 20 September 2013 at 02:28:20 UTC.</p>","Mark Twain Cave","https:/www.geocaching.com/geocache/GC1B2F4_mark-twain-cave","United States",469,19,2013-01-01,2013-01-01,NA
"292",118,"2013-14","Suspect","2013-14"," "," ","Missouri","Marion","29127","United States",1388534400000,4070908800000,-27107481600000,-27107481600000,14,"Marion-Missouri",2013-01-01,2013,119," GC1B2F4","Mark Twain Cave",39.6884,-91.33172,2013-09-03,"Type.found_it","Beano& Dandy","<p>Email sent to CO  Enjoyed our time here, staff very helpfull. Interesting stuff<br />
Thanks for bringing us here</p>","Mark Twain Cave","https:/www.geocaching.com/geocache/GC1B2F4_mark-twain-cave","United States",469,19,2013-01-01,2013-01-01,NA
"293",118,"2013-14","Suspect","2013-14"," "," ","Missouri","Marion","29127","United States",1388534400000,4070908800000,-27107481600000,-27107481600000,14,"Marion-Missouri",2013-01-01,2013,119," GC1B2F4","Mark Twain Cave",39.6884,-91.33172,2013-08-09,"Type.found_it","annie'nbill","<p>Staying at the RV park so how could we miss this one. Sent email and photo.</p>","Mark Twain Cave","https:/www.geocaching.com/geocache/GC1B2F4_mark-twain-cave","United States",469,19,2013-01-01,2013-01-01,NA
"294",118,"2013-14","Suspect","2013-14"," "," ","Missouri","Marion","29127","United States",1388534400000,4070908800000,-27107481600000,-27107481600000,14,"Marion-Missouri",2013-01-01,2013,119," GC1B2F4","Mark Twain Cave",39.6884,-91.33172,2013-08-08,"Type.found_it","Razor's Wife","<p>I spent a week in St. Louis with Razor1965.  We decided to take the less than direct route through Hannibal. Our goal was Earth Caches and Virtual's and a few others along the way. Email sent by Razor1965. TFTC!</p>","Mark Twain Cave","https:/www.geocaching.com/geocache/GC1B2F4_mark-twain-cave","United States",469,19,2013-01-01,2013-01-01,NA
"295",118,"2013-14","Suspect","2013-14"," "," ","Missouri","Marion","29127","United States",1388534400000,4070908800000,-27107481600000,-27107481600000,14,"Marion-Missouri",2013-01-01,2013,119," GC1B2F4","Mark Twain Cave",39.6884,-91.33172,2013-08-08,"Type.found_it","Razor1965","<p>After spending the week in St. Louis Razor's Wife and I are heading home.  We decided to take the less than direct route which took us through Hannibal.  We set our sights primarily on Virtuals and Earth caches and anything else that got in our way.  Got the answers from the guide at the fron desk, then we explained what geocacing is to her.  She seemed interested.  TFTV</p>","Mark Twain Cave","https:/www.geocaching.com/geocache/GC1B2F4_mark-twain-cave","United States",469,19,2013-01-01,2013-01-01,NA
