"","FID","WNS_MAP_YR","WNS_STATUS","YR_SUSPECT","YR_CONFIRM","SAMPLEDATE","STATEPROV","COUNTYNAME","FIPS","COUNTRY","suspect1","suspect2","confirm1","confirm2","smooth","county","date","year","rownumber","GC","Title","lon","lat","Date","Type","User","Log","title","url","country","numfinds","numpage","wns.map.yr","r.suspect","yr.confirm"
"247",124,"2009-10","Confirmed"," ","2009-10"," ","Maryland","Allegany","24001","United States",-27107481600000,-27107481600000,1.262304e+12,4070908800000,10,"Allegany-Maryland",2009-01-01,2009,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-01-01,NA,2009-01-01
"248",125,"2010-11","Confirmed"," ","2010-11"," ","Maryland","Garrett","24023","United States",-27107481600000,-27107481600000,1.29384e+12,4070908800000,11,"Garrett-Maryland",2010-01-01,2010,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-01-01,NA,2010-01-01
"249",126,"2011-12","Suspect","2011-12"," "," ","West Virginia","Monongalia","54061","United States",1.325376e+12,4070908800000,-27107481600000,-27107481600000,12,"Monongalia-West Virginia",2011-01-01,2011,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-01-01,2011-01-01,NA
"250",127,"2011-12","Confirmed"," ","2011-12"," ","West Virginia","Preston","54077","United States",-27107481600000,-27107481600000,1.325376e+12,4070908800000,12,"Preston-West Virginia",2011-01-01,2011,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-01-01,NA,2011-01-01
"251",128,"2015-16","Confirmed"," ","2015-16"," ","West Virginia","Wetzel","54103","United States",-27107481600000,-27107481600000,1451606400000,4070908800000,16,"Wetzel-West Virginia",2015-01-01,2015,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-01-01,NA,2015-01-01
"252",129,"2014-15","Suspect","2014-15"," "," ","Missouri","Ralls","29173","United States",1420070400000,4070908800000,-27107481600000,-27107481600000,15,"Ralls-Missouri",2014-01-01,2014,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-01-01,2014-01-01,NA
"253",130,"2013-14","Confirmed"," ","2013-14"," ","Ohio","Hocking","39073","United States",-27107481600000,-27107481600000,1388534400000,4070908800000,14,"Hocking-Ohio",2013-01-01,2013,131,"GC1G3RY","Tinker's Cave",39.54502,-82.2273,2013-11-14,"Type.found_it","Hoghunters97","<p>Out with Snakeheat today working on the &quot;History Challenge&quot; &amp; finding a few others along the way. What a great day for caching. TFTC</p>","Tinker's Cave","https://www.geocaching.com/geocache/GC1G3RY_tinkers-cave","United States",64,3,2013-01-01,NA,2013-01-01
"254",130,"2013-14","Confirmed"," ","2013-14"," ","Ohio","Hocking","39073","United States",-27107481600000,-27107481600000,1388534400000,4070908800000,14,"Hocking-Ohio",2013-01-01,2013,131,"GC1G3RY","Tinker's Cave",39.54502,-82.2273,2013-11-14,"Type.found_it","SnakeHeat","<p>Out grabbing caches with Hoghunters97. Nice spot for a earthcache. Thanks for the history lesson of the area. TFTEarthCache</p>","Tinker's Cave","https://www.geocaching.com/geocache/GC1G3RY_tinkers-cave","United States",64,3,2013-01-01,NA,2013-01-01
"255",130,"2013-14","Confirmed"," ","2013-14"," ","Ohio","Hocking","39073","United States",-27107481600000,-27107481600000,1388534400000,4070908800000,14,"Hocking-Ohio",2013-01-01,2013,131,"GC1G3RY","Tinker's Cave",39.54502,-82.2273,2013-10-20,"Type.found_it","emtfire10","<p>It is truly amazing to what Mother Nature &amp; the test of time can do to an area whether it is 10 minutes or 100,000 yrs. This is truly an awesome place to visit. Answers will be submitted upon our return back to NW Pa. TFTEC</p>","Tinker's Cave","https://www.geocaching.com/geocache/GC1G3RY_tinkers-cave","United States",64,3,2013-01-01,NA,2013-01-01
"256",130,"2013-14","Confirmed"," ","2013-14"," ","Ohio","Hocking","39073","United States",-27107481600000,-27107481600000,1388534400000,4070908800000,14,"Hocking-Ohio",2013-01-01,2013,131,"GC1G3RY","Tinker's Cave",39.54502,-82.2273,2013-10-19,"Type.found_it","CamCool Racing","<p>Logging cache previously found as half of BirdandSquirrel under new user name.<br />
Thanks!<br />
Rob</p>","Tinker's Cave","https://www.geocaching.com/geocache/GC1G3RY_tinkers-cave","United States",64,3,2013-01-01,NA,2013-01-01
"257",130,"2013-14","Confirmed"," ","2013-14"," ","Ohio","Hocking","39073","United States",-27107481600000,-27107481600000,1388534400000,4070908800000,14,"Hocking-Ohio",2013-01-01,2013,131,"GC1G3RY","Tinker's Cave",39.54502,-82.2273,2013-10-19,"Type.found_it","biking bird","<p>Came here to camp and mtn bike, but the weather decided to toss us a rain day. So we are out geocaching and learning about the area. Emailed the answers.<br />
TFTC<br />
Mish &amp; Rob</p>","Tinker's Cave","https://www.geocaching.com/geocache/GC1G3RY_tinkers-cave","United States",64,3,2013-01-01,NA,2013-01-01
"258",130,"2013-14","Confirmed"," ","2013-14"," ","Ohio","Hocking","39073","United States",-27107481600000,-27107481600000,1388534400000,4070908800000,14,"Hocking-Ohio",2013-01-01,2013,131,"GC1G3RY","Tinker's Cave",39.54502,-82.2273,2013-10-09,"Type.found_it","lyndihrdmn","<p>loved it! I  guess technically we shouldn't have been here today because of the government shutdown but we went anyways!</p>","Tinker's Cave","https://www.geocaching.com/geocache/GC1G3RY_tinkers-cave","United States",64,3,2013-01-01,NA,2013-01-01
"259",130,"2013-14","Confirmed"," ","2013-14"," ","Ohio","Hocking","39073","United States",-27107481600000,-27107481600000,1388534400000,4070908800000,14,"Hocking-Ohio",2013-01-01,2013,131,"GC1G3RY","Tinker's Cave",39.54502,-82.2273,2013-09-16,"Type.found_it","Team Rumble","<p>In the Hocking Hills area exploring and caching. Enjoyed the EC. Email is on the way TFTEC</p>","Tinker's Cave","https://www.geocaching.com/geocache/GC1G3RY_tinkers-cave","United States",64,3,2013-01-01,NA,2013-01-01
"260",130,"2013-14","Confirmed"," ","2013-14"," ","Ohio","Hocking","39073","United States",-27107481600000,-27107481600000,1388534400000,4070908800000,14,"Hocking-Ohio",2013-01-01,2013,131,"GC1G3RY","Tinker's Cave",39.54502,-82.2273,2013-03-17,"Type.found_it","T_Howard3","<p>Found the ole georock cache</p>","Tinker's Cave","https://www.geocaching.com/geocache/GC1G3RY_tinkers-cave","United States",64,3,2013-01-01,NA,2013-01-01
"261",130,"2013-14","Confirmed"," ","2013-14"," ","Ohio","Hocking","39073","United States",-27107481600000,-27107481600000,1388534400000,4070908800000,14,"Hocking-Ohio",2013-01-01,2013,131,"GC1G3RY","Tinker's Cave",39.54502,-82.2273,2013-03-17,"Type.found_it","Garnerda24","<p>Remember coming here as a kid. Fun times</p>","Tinker's Cave","https://www.geocaching.com/geocache/GC1G3RY_tinkers-cave","United States",64,3,2013-01-01,NA,2013-01-01
"262",131,"2011-12","Suspect","2011-12"," "," ","West Virginia","Mineral","54057","United States",1.325376e+12,4070908800000,-27107481600000,-27107481600000,12,"Mineral-West Virginia",2011-01-01,2011,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-01-01,2011-01-01,NA
"263",132,"2009-10","Suspect","2009-10"," "," ","Missouri","Pike","29163","United States",1.262304e+12,4070908800000,-27107481600000,-27107481600000,10,"Pike-Missouri",2009-01-01,2009,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-01-01,2009-01-01,NA
"264",133,"2012-13","Confirmed"," ","2012-13"," ","Ohio","Warren","39165","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Warren-Ohio",2012-01-01,2012,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-01-01,NA,2012-01-01
"265",134,"2012-13","Confirmed"," ","2012-13"," ","Ohio","Athens","39009","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Athens-Ohio",2012-01-01,2012,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-01-01,NA,2012-01-01
"266",135,"2009-10","Confirmed"," ","2009-10"," ","West Virginia","Jefferson","54037","United States",-27107481600000,-27107481600000,1.262304e+12,4070908800000,10,"Jefferson-West Virginia",2009-01-01,2009,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-01-01,NA,2009-01-01
"267",136,"2010-11","Suspect","2010-11"," "," ","Virginia","Frederick","51069","United States",1.29384e+12,4070908800000,-27107481600000,-27107481600000,11,"Frederick-Virginia",2010-01-01,2010,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-01-01,2010-01-01,NA
"268",137,"2014-15","Suspect","2014-15"," "," ","Missouri","Clay","29047","United States",1420070400000,4070908800000,-27107481600000,-27107481600000,15,"Clay-Missouri",2014-01-01,2014,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-01-01,2014-01-01,NA
"269",138,"2010-11","Confirmed"," ","2010-11"," ","Indiana","Monroe","18105","United States",-27107481600000,-27107481600000,1.29384e+12,4070908800000,11,"Monroe-Indiana",2010-01-01,2010,139,"GC1NQ06","Atop Patton Cave",39.04498,-86.38605,2010-04-03,"Type.found_it","Wandering Hippos","<p>I think I got lucky with this one.  I looked around for probably 15 minutes and then moved a rock not really expecting anything and found the cache to my surprise.  I've wanted to visit the cave for sometime.  Thanks for drawing me out here.  This would be a fun place to camp.  The cave is still closed.  I expect the closure is permanent.  </p>","Atop Patton Cave","https://www.geocaching.com/geocache/GC1NQ06_atop-patton-cave","United States",73,3,2010-01-01,NA,2010-01-01
"270",138,"2010-11","Confirmed"," ","2010-11"," ","Indiana","Monroe","18105","United States",-27107481600000,-27107481600000,1.29384e+12,4070908800000,11,"Monroe-Indiana",2010-01-01,2010,139,"GC1NQ06","Atop Patton Cave",39.04498,-86.38605,2010-03-30,"Type.didnt_find_it","Deermark","<p>Dag gone. This was the farthest away from the car I was all day and I couldn't find the prize. There was a few campers nearby but I was able to hunt the cache without any problem. By now I was starting to get tired so I gave the cache about 30 minutes before heading back. Thanks for a nice view of Patton Cave. I have never been here before.</p>
<p>Deermark</p>","Atop Patton Cave","https://www.geocaching.com/geocache/GC1NQ06_atop-patton-cave","United States",73,3,2010-01-01,NA,2010-01-01
"271",139,"2010-11","Confirmed"," ","2010-11"," ","West Virginia","Grant","54023","United States",-27107481600000,-27107481600000,1.29384e+12,4070908800000,11,"Grant-West Virginia",2010-01-01,2010,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-01-01,NA,2010-01-01
"272",140,"2010-11","Confirmed"," ","2010-11"," ","West Virginia","Tucker","54093","United States",-27107481600000,-27107481600000,1.29384e+12,4070908800000,11,"Tucker-West Virginia",2010-01-01,2010,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-01-01,NA,2010-01-01
"273",141,"2013-14","Suspect","2013-14"," "," ","Missouri","Boone","29019","United States",1388534400000,4070908800000,-27107481600000,-27107481600000,14,"Boone-Missouri",2013-01-01,2013,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-01,2013-01-01,NA
"274",142,"2009-10","Confirmed"," ","2009-10"," ","West Virginia","Hardy","54031","United States",-27107481600000,-27107481600000,1.262304e+12,4070908800000,10,"Hardy-West Virginia",2009-01-01,2009,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-01-01,NA,2009-01-01
"275",143,"2013-14","Confirmed"," ","2013-14"," ","Missouri","Jackson","29095","United States",-27107481600000,-27107481600000,1388534400000,4070908800000,14,"Jackson-Missouri",2013-01-01,2013,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-01,NA,2013-01-01
"276",144,"2011-12","Confirmed"," ","2011-12"," ","Missouri","Lincoln","29113","United States",-27107481600000,-27107481600000,1.325376e+12,4070908800000,12,"Lincoln-Missouri",2011-01-01,2011,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-01-01,NA,2011-01-01
"277",145,"2012-13","Suspect","2012-13"," "," ","Ohio","Jackson","39079","United States",1356998400000,4070908800000,-27107481600000,-27107481600000,13,"Jackson-Ohio",2012-01-01,2012,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-01-01,2012-01-01,NA
"278",146,"2012-13","Suspect","2012-13"," "," ","Indiana","Jennings","18079","United States",1356998400000,4070908800000,-27107481600000,-27107481600000,13,"Jennings-Indiana",2012-01-01,2012,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-01-01,2012-01-01,NA
"279",147,"2011-12","Confirmed"," ","2011-12"," ","Indiana","Greene","18055","United States",-27107481600000,-27107481600000,1.325376e+12,4070908800000,12,"Greene-Indiana",2011-01-01,2011,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-01-01,NA,2011-01-01
"280",148,"2010-11","Confirmed"," ","2010-11"," ","West Virginia","Randolph","54083","United States",-27107481600000,-27107481600000,1.29384e+12,4070908800000,11,"Randolph-West Virginia",2010-01-01,2010,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-01-01,NA,2010-01-01
"281",149,"2014-15","Suspect","2014-15"," "," ","Missouri","Callaway","29027","United States",1420070400000,4070908800000,-27107481600000,-27107481600000,15,"Callaway-Missouri",2014-01-01,2014,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-01-01,2014-01-01,NA
"282",150,"2014-15","Suspect","2014-15"," "," ","Missouri","Cooper","29053","United States",1420070400000,4070908800000,-27107481600000,-27107481600000,15,"Cooper-Missouri",2014-01-01,2014,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-01-01,2014-01-01,NA
"283",151,"2015-16","Confirmed"," ","2015-16"," ","Illinois","Madison","17119","United States",-27107481600000,-27107481600000,1451606400000,4070908800000,16,"Madison-Illinois",2015-01-01,2015,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-01-01,NA,2015-01-01
"284",152,"2015-16","Suspect","2015-16"," "," ","Missouri","Warren","29219","United States",1451606400000,4070908800000,-27107481600000,-27107481600000,16,"Warren-Missouri",2015-01-01,2015,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-01-01,2015-01-01,NA
"285",153,"2011-12","Confirmed"," ","2011-12"," ","Indiana","Lawrence","18093","United States",-27107481600000,-27107481600000,1.325376e+12,4070908800000,12,"Lawrence-Indiana",2011-01-01,2011,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-01-01,NA,2011-01-01
"286",154,"2008-09","Confirmed"," ","2008-09"," ","West Virginia","Pendleton","54071","United States",-27107481600000,-27107481600000,1.230768e+12,4070908800000,9,"Pendleton-West Virginia",2008-01-01,2008,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008-01-01,NA,2008-01-01
"287",155,"2011-12","Confirmed"," ","2011-12"," ","Indiana","Jefferson","18077","United States",-27107481600000,-27107481600000,1.325376e+12,4070908800000,12,"Jefferson-Indiana",2011-01-01,2011,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-01-01,NA,2011-01-01
"288",156,"2014-15","Suspect","2014-15"," "," ","Missouri","Moniteau","29135","United States",1420070400000,4070908800000,-27107481600000,-27107481600000,15,"Moniteau-Missouri",2014-01-01,2014,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-01-01,2014-01-01,NA
"289",157,"2011-12","Confirmed"," ","2011-12"," ","Indiana","Martin","18101","United States",-27107481600000,-27107481600000,1.325376e+12,4070908800000,12,"Martin-Indiana",2011-01-01,2011,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-01-01,NA,2011-01-01
"290",158,"2014-15","Suspect","2014-15"," "," ","Missouri","St. Louis County","29189","United States",1420070400000,4070908800000,-27107481600000,-27107481600000,15,"St. Louis-Missouri",2014-01-01,2014,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-01-01,2014-01-01,NA
"291",159,"2008-09","Confirmed"," ","2008-09"," ","Virginia","Rockingham","51165","United States",-27107481600000,-27107481600000,1.230768e+12,4070908800000,9,"Rockingham-Virginia",2008-01-01,2008,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008-01-01,NA,2008-01-01
"292",160,"2010-11","Confirmed"," ","2010-11"," ","Ohio","Lawrence","39087","United States",-27107481600000,-27107481600000,1.29384e+12,4070908800000,11,"Lawrence-Ohio",2010-01-01,2010,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-01-01,NA,2010-01-01
"293",161,"2010-11","Confirmed"," ","2010-11"," ","Indiana","Washington","18175","United States",-27107481600000,-27107481600000,1.29384e+12,4070908800000,11,"Washington-Indiana",2010-01-01,2010,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-01-01,NA,2010-01-01
"294",162,"2013-14","Suspect","2013-14"," "," ","Missouri","Cole","29051","United States",1388534400000,4070908800000,-27107481600000,-27107481600000,14,"Cole-Missouri",2013-01-01,2013,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-01,2013-01-01,NA
"295",163,"2009-10","Confirmed"," ","2009-10"," ","West Virginia","Pocahontas","54075","United States",-27107481600000,-27107481600000,1.262304e+12,4070908800000,10,"Pocahontas-West Virginia",2009-01-01,2009,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-01-01,NA,2009-01-01
"296",164,"2012-13","Confirmed"," ","2012-13"," ","Missouri","Franklin","29071","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Franklin-Missouri",2012-01-01,2012,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-01-01,NA,2012-01-01
"297",165,"2011-12","Confirmed"," ","2011-12"," ","Indiana","Orange","18117","United States",-27107481600000,-27107481600000,1.325376e+12,4070908800000,12,"Orange-Indiana",2011-01-01,2011,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-01-01,NA,2011-01-01
"298",166,"2009-10","Confirmed"," ","2009-10"," ","Virginia","Highland","51091","United States",-27107481600000,-27107481600000,1.262304e+12,4070908800000,10,"Highland-Virginia",2009-01-01,2009,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-01-01,NA,2009-01-01
"299",167,"2012-13","Confirmed"," ","2012-13"," ","Illinois","Monroe","17133","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Monroe-Illinois",2012-01-01,2012,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-01-01,NA,2012-01-01
"300",168,"2012-13","Confirmed"," ","2012-13"," ","Kentucky","Carter","21043","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Carter-Kentucky",2012-01-01,2012,169,"GC1JNXB","Salt Peter Cave-An Explosive Situation",38.37687,-83.12358,2012-11-18,"Type.found_it","cptn phil","<p>This one was a great one,  Thanks for this one. </p>
<p>This entry was edited by cptn phil on Sunday, 18 November 2012 at 20:18:18 UTC.</p>","Salt Peter Cave-An Explosive Situation","https://www.geocaching.com/geocache/GC1JNXB_salt-peter-cavean-explosive-situation","United States",76,4,2012-01-01,NA,2012-01-01
